Indicator,Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030Current Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030,billion US$2010/yr,118.8999302,118.8999302,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030Delayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030,billion US$2010/yr,118.8999302,118.8999302,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030Fragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030,billion US$2010/yr,118.8999302,118.8999302,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030Low demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030,billion US$2010/yr,96.82822479,96.82822479,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030,billion US$2010/yr,110.9617881,110.9617881,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030Net Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2030,billion US$2010/yr,107.4467834,107.4467834,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050Below 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050,billion US$2010/yr,66.42508237,66.42508237,66.42508237,66.42508237,66.42508237,66.42508237,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050Current Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050,billion US$2010/yr,74.67042914,74.67042914,74.67042914,74.67042914,74.67042914,74.67042914,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050Delayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050,billion US$2010/yr,72.30185875,72.30185875,72.30185875,72.30185875,72.30185875,72.30185875,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050Fragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050,billion US$2010/yr,75.29320222,75.29320222,75.29320222,75.29320222,75.29320222,75.29320222,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050Low demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050,billion US$2010/yr,44.02353768,44.02353768,44.02353768,44.02353768,44.02353768,44.02353768,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050,billion US$2010/yr,65.74954982,65.74954982,65.74954982,65.74954982,65.74954982,65.74954982,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050Net Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Fossil w/o CCS|Average 2016-2050,billion US$2010/yr,47.58842328,47.58842328,47.58842328,47.58842328,47.58842328,47.58842328,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030Below 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030,billion US$2010/yr,109.3879491,109.3879491,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030Current Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030,billion US$2010/yr,119.1593255,119.1593255,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030Delayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030,billion US$2010/yr,119.1593255,119.1593255,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030Fragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030,billion US$2010/yr,119.1593255,119.1593255,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030Low demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030,billion US$2010/yr,96.89621764,96.89621764,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030,billion US$2010/yr,111.0924318,111.0924318,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030Net Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2030,billion US$2010/yr,107.5147754,107.5147754,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050Below 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050,billion US$2010/yr,66.46668851,66.46668851,66.46668851,66.46668851,66.46668851,66.46668851,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050Current Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050,billion US$2010/yr,74.78171526,74.78171526,74.78171526,74.78171526,74.78171526,74.78171526,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050Delayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050,billion US$2010/yr,72.41314494,72.41314494,72.41314494,72.41314494,72.41314494,72.41314494,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050Fragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050,billion US$2010/yr,75.40448906,75.40448906,75.40448906,75.40448906,75.40448906,75.40448906,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050Low demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050,billion US$2010/yr,44.05279666,44.05279666,44.05279666,44.05279666,44.05279666,44.05279666,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050,billion US$2010/yr,65.80565693,65.80565693,65.80565693,65.80565693,65.80565693,65.80565693,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050Net Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Fossil|Average 2016-2050,billion US$2010/yr,47.61767952,47.61767952,47.61767952,47.61767952,47.61767952,47.61767952,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|GasBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,48.2976396,39.20969069,38.62784386,41.11810875,32.0422704,23.04405018,14.6122573,11.21430587,11.01343768,10.81256949,12.88250914,14.95244878,12.75227122,10.55209366,7.04897788,3.545862096
Post-processed|Investment|Energy Supply|Electricity|GasCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,50.03787723,54.13330866,54.62934557,44.590616,30.01364218,22.68168045,21.24553648,22.51854741,28.98948175,35.4604161,37.03292919,38.60544229,31.35112624,24.09681019,17.31166354,10.5265169
Post-processed|Investment|Energy Supply|Electricity|GasDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,50.03787723,54.13330866,52.42163618,37.81543629,25.56238429,17.9957195,13.8536813,12.78389963,15.38035128,17.97680293,14.24836185,10.51992077,7.18314492,3.846369072,2.0182526,0.190136128
Post-processed|Investment|Energy Supply|Electricity|GasFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,50.03787723,54.13330866,58.48757331,45.66017434,30.0585889,23.91231942,19.39648234,18.10750491,21.71504479,25.32258467,29.35014673,33.37770878,30.08650478,26.79530078,20.49512035,14.19493992
Post-processed|Investment|Energy Supply|Electricity|GasLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,38.37255856,22.88970712,12.58397403,3.873197664,0.700066864,0.17186624,0.053683504,0.213517024,2.004900968,3.796284912,7.872260144,11.94823538,9.231506032,6.514776688,3.404285976,0.293795264
Post-processed|Investment|Energy Supply|Electricity|GasNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,47.0684387,44.64779435,41.48417683,34.91745432,25.73286094,22.61227998,19.67764926,19.47264066,26.85583382,34.23902698,39.86857711,45.49812725,40.20006206,34.90199686,22.41858069,9.935164512
Post-processed|Investment|Energy Supply|Electricity|GasNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,44.34318997,29.16265128,9.121334992,1.302072688,0.028631232,0.05796224,0.050480752,0.155751344,0.202489616,0.249227888,0.1250928,0.000957712,0.000478856,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030Below 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030,billion US$2010/yr,47.95557626,47.95557626,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030Current Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030,billion US$2010/yr,53.51019479,53.51019479,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030Delayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030,billion US$2010/yr,53.51019479,53.51019479,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030Fragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030,billion US$2010/yr,53.51019479,53.51019479,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030Low demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030,billion US$2010/yr,39.20722139,39.20722139,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030,billion US$2010/yr,49.35854385,49.35854385,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030Net Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2030,billion US$2010/yr,43.28841324,43.28841324,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050Below 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050,billion US$2010/yr,39.81414314,39.81414314,39.81414314,39.81414314,39.81414314,39.81414314,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050Current Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050,billion US$2010/yr,44.63512408,44.63512408,44.63512408,44.63512408,44.63512408,44.63512408,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050Delayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050,billion US$2010/yr,42.04653723,42.04653723,42.04653723,42.04653723,42.04653723,42.04653723,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050Fragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050,billion US$2010/yr,45.52132005,45.52132005,45.52132005,45.52132005,45.52132005,45.52132005,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050Low demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050,billion US$2010/yr,19.27868128,19.27868128,19.27868128,19.27868128,19.27868128,19.27868128,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050Nationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050,billion US$2010/yr,38.97462909,38.97462909,38.97462909,38.97462909,38.97462909,38.97462909,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050Net Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Gas|Average 2016-2050,billion US$2010/yr,20.05360584,20.05360584,20.05360584,20.05360584,20.05360584,20.05360584,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCSBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0.024098816,0.001988336,0.000248528,0.00000235,0.0000084,0.000018,0.0000328,0.0000374,0.000071,0.000104608,0.0000523,0,0,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCSCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0.01959216,0.001243312,0.000248864,0.00000235,0.00000605,0.0000128,0.0000823,0.0000604,0.0000704,0.0000805,0.0000403,0,0,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCSDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0.01959216,0.001243312,0.000248864,0.00000358,0.00000627,0.0000114,0.000045,0.0000442,0.0000758,0.000107296,0.0000536,0,0,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCSFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0.01959216,0.001243312,0.000248864,0.00000235,0.00000605,0.0000177,0.0000809,0.0000442,0.000067,0.0000898,0.0000449,0,0,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCSLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0.0000566,0.000323232,0.000264656,0.00000168,0.00000616,0.0000146,0.000028,0.0000329,0.0000659,0.0000989,0.0000494,0,0,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCSNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0.022503824,0.001793568,0.000249536,0.00000202,0.0000056,0.0000144,0.0000333,0.0000731,0.0000777,0.0000822,0.0000411,0,0,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCSNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0,0.00037688,0.000248528,0.00000235,0.00000515,0.0000146,0.0000287,0.0000343,0.0000659,0.0000974,0.0000487,0,0,0,0,0
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030Below 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030,billion US$2010/yr,0.008695717,0.008695717,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030Current Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030,billion US$2010/yr,0.006945157,0.006945157,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030Delayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030,billion US$2010/yr,0.006945157,0.006945157,,,,,,,,,,,,,,
Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030Fragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Post-processed|Investment|Energy Supply|Electricity|Gas|w/ CCS|Average 2016-2030,billion US$2010/yr,0.006945157,0.006945157,,,,,,,,,,,,,,
